iter	Passed	Remaining
1507	247065	1391299
1508	247298	1391527
1509	247770	1393092
1510	247990	1393244
1511	248176	1393203
1512	248367	1393190
1513	248541	1393080
1514	248759	1393216
1515	248937	1393130
1516	249260	1393855
1517	249479	1393995
1518	249652	1393882
1519	249863	1393977
1520	250031	1393829
1521	250361	1394591
1522	250555	1394586
1523	250754	1394613
1524	250979	1394787
1525	251283	1395395
1526	251680	1396521
1527	251973	1397067
1528	252196	1397224
1529	252535	1398021
1530	252899	1398961
