iter	Logloss
1513	0.4106274786
1514	0.4105992241
1515	0.4105920404
1516	0.410573412
1517	0.4105490615
1518	0.4105382683
1519	0.410520404
1520	0.4105099648
1521	0.4104787057
1522	0.410458432
1523	0.410428381
1524	0.410407836
1525	0.4103828139
1526	0.4103795452
1527	0.4103659817
1528	0.4103559637
1529	0.410309682
1530	0.4102831089
